0 10 10 10 10 10
26 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.03517 0.44463 7.38484 7.88964
27 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.09799 0.38236 7.39924 7.84619
28 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.1742 0.32512 7.41387 7.80193
29 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.22028 0.28971 7.42821 7.75826
30 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.27385 0.25443 7.44301 7.71353
31 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.32723 0.22243 7.45717 7.67077
32 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.37834 0.19754 7.47142 7.62766
33 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.42745 0.17475 7.48581 7.58421
34 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.46764 0.15508 7.50067 7.53934
35 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.50811 0.13763 7.51447 7.49761
36 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.5531 0.11896 7.52884 7.454
37 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.57835 0.10634 7.54276 7.41182
38 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.62018 0.09055 7.55671 7.36954
39 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.6548 0.0785 7.57071 7.3271
40 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.68647 0.06941 7.58422 7.28608
41 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.71182 0.06131 7.59769 7.2452
42 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.73655 0.05372 7.61167 7.20305
43 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.76015 0.04715 7.62572 7.16058
44 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.78025 0.04148 7.6404 7.11603
45 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.79757 0.03666 7.65513 7.07144
46 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.81944 0.03172 7.66943 7.02811
47 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.83882 0.02785 7.68359 6.98504
48 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.85213 0.02498 7.69697 6.94426
49 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.87342 0.02072 7.71119 6.90138
50 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.88527 0.01788 7.72486 6.85991
51 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.89676 0.01528 7.73968 6.81504
52 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.9079 0.01302 7.75421 6.77116
53 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.91633 0.01118 7.76851 6.72788
54 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.92464 0.00969 7.78255 6.68551
55 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.93797 0.00772 7.79728 6.64097
56 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.94819 0.00602 7.81129 6.59857
57 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.96073 0.00419 7.82569 6.55494
58 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.9677 0.00316 7.83956 6.51299
59 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.97949 0.00176 7.8539 6.46965
60 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 9.98527 0.00097 7.86891 6.42427
