0 10 10 10 10 10
0 10 10 10 10 10 10 10 10 10 10
1 9.80975 7.27448 9.75879 7.32122 9.5573 9.40515 9.4469 9.47393 8.55729 9.48048
2 9.68913 6.76003 9.73234 6.97593 9.77995 8.85116 9.13391 8.93656 7.21593 8.98938
3 9.8162 6.24743 9.70136 6.58242 9.63218 8.2418 8.94262 8.40876 7.08293 8.88922
4 9.703 5.71483 9.80567 6.21534 9.71914 7.70958 8.79665 7.89322 7.07102 8.83817
5 9.77524 5.19485 9.7077 5.82609 9.69642 7.08668 8.65769 7.35082 7.08539 8.79477
6 9.71298 4.65739 9.73614 5.42302 9.69221 6.52317 8.49983 6.80991 7.09969 8.75154
7 9.76902 4.13891 9.79918 5.06381 9.74501 5.90915 8.31698 6.26991 7.11421 8.70767
8 9.73163 3.60175 9.72171 4.68052 9.70579 5.36329 8.19378 5.75134 7.12815 8.66553
9 9.75051 3.08783 9.76427 4.28508 9.74613 4.76237 8.07507 5.22574 7.14243 8.62235
10 9.72897 2.5402 9.75273 3.91405 9.6948 4.19258 8.01548 4.70958 7.15664 8.57932
11 9.75771 2.02587 9.71054 3.5205 9.75288 3.60108 7.95774 4.19835 7.17101 8.53594
12 9.75077 1.49108 9.79324 3.13873 9.68904 3.01732 7.89677 3.7141 7.18544 8.49233
13 9.75541 0.98468 9.72631 2.76454 9.75441 2.44508 7.90684 3.27856 7.19913 8.45096
14 9.76479 0.45493 9.72737 2.38021 9.68674 1.86844 7.98032 2.856 7.21334 8.40799
15 9.90031 0.09005 9.79838 2.00899 9.76869 1.29622 8.0301 2.46143 7.22739 8.36551
16 9.99942 -0.0004 9.70403 1.61334 9.67513 0.68781 8.0921 2.11264 7.24214 8.32086
17 9.99942 -0.0004 9.75552 1.21219 9.84187 0.17538 8.17054 1.8111 7.25671 8.2768
18 9.99942 -0.0004 9.759 0.84908 9.99119 0.00191 8.25851 1.54186 7.27097 8.23364
19 9.99942 -0.0004 9.71126 0.45548 9.99941 -0.0005 8.37504 1.32151 7.28472 8.19211
20 9.99942 -0.0004 9.86521 0.13558 9.99941 -0.0005 8.47269 1.13066 7.29878 8.14963
21 9.99942 -0.0004 9.97508 0.00905 9.99941 -0.0005 8.56673 0.97477 7.31296 8.10678
22 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 8.66721 0.84173 7.32701 8.06444
23 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 8.763 0.7176 7.3415 8.02054
24 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 8.86248 0.60642 7.35587 7.97715
25 9.99942 -0.0004 9.99925 -0.0006 9.99941 -0.0005 8.94344 0.52425 7.37045 7.93318
