6.4 0
5.4 3.61521
4.4 3.64572
3.4 3.73014
2.4 3.77242
1.4 3.88957
0.4 4.12635
-0.6 4.31093
-1.6 4.45998
-2.6 5.0198
-3.6 17.9919
-3.6 63.3333
